gender,age,job_type,user_id
F,41,Unemployed,4581
F,22,Health,4582
F,36,Finance,4583
F,29,IT,4584
M,34,Student,4585
F,41,Health,4586
M,28,Finance,4587
F,40,Education,4588
M,18,Finance,4589
F,32,Finance,4590
M,26,Finance,4591
F,45,Health,4592
F,41,Education,4593
M,52,Unemployed,4594
F,39,Student,4595
M,44,Finance,4596
M,29,Student,4597
F,37,Student,4598
M,18,Health,4599
F,38,Finance,4600
M,62,Unemployed,4601
M,18,Finance,4602
F,56,Finance,4603
M,35,Finance,4604
M,65,Finance,4605
F,49,IT,4606
M,44,IT,4607
M,35,IT,4608
F,46,Student,4609
F,35,Finance,4610
F,61,Education,4611
M,25,Health,4612
M,48,Student,4613
F,51,Unemployed,4614
F,24,Education,4615
M,35,Health,4616
F,55,Education,4617
F,26,Finance,4618
F,63,Student,4619
M,35,Health,4620
M,22,Health,4621
F,47,Education,4622
F,21,Finance,4623
F,45,Education,4624
M,31,Student,4625
F,39,Finance,4626
F,40,Student,4627
M,37,Student,4628
M,32,Finance,4629
F,41,Unemployed,4630
M,42,Finance,4631
M,24,Health,4632
F,48,Health,4633
F,29,Education,4634
M,59,IT,4635
F,55,Education,4636
M,29,IT,4637
M,56,Health,4638
F,35,Health,4639
F,27,Finance,4640
M,32,Student,4641
M,47,Unemployed,4642
F,61,Student,4643
F,34,Student,4644
F,56,Finance,4645
F,51,IT,4646
M,55,IT,4647
M,62,IT,4648
M,51,Health,4649
M,32,IT,4650
F,31,Unemployed,4651
M,23,IT,4652
F,54,IT,4653
M,49,Education,4654
F,20,Education,4655
M,20,Health,4656
F,39,Health,4657
F,27,IT,4658
M,65,Unemployed,4659
M,34,Health,4660
F,24,Finance,4661
M,30,Health,4662
M,19,Education,4663
M,34,Finance,4664
F,23,Unemployed,4665
M,36,Unemployed,4666
M,49,Student,4667
M,44,Unemployed,4668
F,30,Finance,4669
M,36,Unemployed,4670
F,38,Health,4671
F,41,IT,4672
F,55,Health,4673
M,21,Unemployed,4674
F,52,IT,4675
F,20,Student,4676
F,21,Education,4677
M,54,Finance,4678
F,57,Health,4679
F,48,Unemployed,4680
M,61,IT,4681
F,57,Student,4682
M,63,Health,4683
M,30,Unemployed,4684
Other,44,Student,4685
M,34,Unemployed,4686
F,53,Health,4687
M,57,Student,4688
M,58,Health,4689
M,19,IT,4690
F,39,Unemployed,4691
Other,60,Health,4692
F,22,Finance,4693
F,56,Unemployed,4694
F,62,IT,4695
F,29,Unemployed,4696
M,27,Unemployed,4697
F,33,Health,4698
M,20,Student,4699
F,28,Unemployed,4700
Other,24,Finance,4701
F,51,Finance,4702
M,20,Unemployed,4703
M,25,Student,4704
M,48,Student,4705
M,28,Finance,4706
F,62,Unemployed,4707
F,24,Unemployed,4708
M,62,Health,4709
M,19,Health,4710
F,37,Health,4711
F,51,Student,4712
M,33,Education,4713
Other,29,Unemployed,4714
M,24,Finance,4715
M,34,Education,4716
F,28,Student,4717
F,63,Student,4718
F,55,Finance,4719
M,19,Finance,4720
F,39,Finance,4721
Other,46,Education,4722
M,25,Health,4723
M,50,Education,4724
F,22,IT,4725
M,56,Education,4726
F,47,Unemployed,4727
M,48,Student,4728
M,27,Education,4729
M,32,IT,4730
F,61,Education,4731
M,40,Student,4732
M,50,Education,4733
M,33,Finance,4734
F,55,Student,4735
F,45,Unemployed,4736
M,19,Student,4737
Other,47,Education,4738
F,58,Education,4739
M,45,Finance,4740
M,62,Student,4741
F,47,Unemployed,4742
F,62,Unemployed,4743
M,44,Education,4744
M,43,Unemployed,4745
Other,24,Education,4746
M,22,Student,4747
F,40,Unemployed,4748
M,51,Finance,4749
M,32,Student,4750
F,36,Finance,4751
M,46,Health,4752
F,21,Student,4753
F,20,Health,4754
M,46,Unemployed,4755
M,28,IT,4756
F,50,Health,4757
M,55,Unemployed,4758
F,28,Unemployed,4759
F,50,Student,4760
F,38,Unemployed,4761
M,19,Student,4762
M,53,IT,4763
F,28,Unemployed,4764
M,52,Education,4765
M,48,Unemployed,4766
M,42,Unemployed,4767
M,55,Education,4768
M,61,Unemployed,4769
M,19,Education,4770
M,51,Finance,4771
F,55,IT,4772
F,53,IT,4773
M,23,Health,4774
F,65,Health,4775
F,22,Student,4776
F,63,Finance,4777
F,55,Unemployed,4778
F,61,Finance,4779
M,43,Unemployed,4780
M,25,Health,4781
M,22,Student,4782
F,32,Unemployed,4783
F,18,Education,4784
M,54,Unemployed,4785
F,64,Student,4786
F,48,Unemployed,4787
M,30,Education,4788
M,33,Health,4789
M,60,IT,4790
F,38,IT,4791
F,44,Finance,4792
M,55,IT,4793
M,42,Finance,4794
M,24,Finance,4795
F,55,Finance,4796
M,38,Unemployed,4797
M,25,Student,4798
M,37,IT,4799
F,63,Student,4800
F,46,Student,4801
M,65,Unemployed,4802
M,26,Education,4803
M,27,Unemployed,4804
M,53,Student,4805
M,62,IT,4806
M,54,Student,4807
Other,24,Unemployed,4808
F,58,Finance,4809
Other,57,Finance,4810
M,55,Education,4811
F,65,Unemployed,4812
M,55,Unemployed,4813
M,31,Health,4814
M,41,Unemployed,4815
M,40,Unemployed,4816
F,22,IT,4817
M,59,Education,4818
M,24,IT,4819
M,53,Health,4820
F,58,Education,4821
M,63,Unemployed,4822
F,19,Education,4823
F,42,Unemployed,4824
M,26,Education,4825
Other,44,Finance,4826
F,18,Student,4827
M,40,Unemployed,4828
M,42,Finance,4829
F,23,Education,4830
F,23,IT,4831
F,19,Finance,4832
M,37,Finance,4833
F,56,IT,4834
M,41,Education,4835
F,18,Education,4836
F,18,Student,4837
Other,34,Health,4838
F,58,IT,4839
F,64,Unemployed,4840
F,20,Student,4841
F,63,Student,4842
F,28,Health,4843
F,41,IT,4844
F,62,IT,4845
F,43,Education,4846
F,30,Finance,4847
M,41,Unemployed,4848
M,41,Education,4849
F,45,Education,4850
M,34,Unemployed,4851
M,33,Unemployed,4852
M,32,Health,4853
F,51,Unemployed,4854
M,28,Health,4855
Other,32,Finance,4856
F,43,Unemployed,4857
F,60,Education,4858
F,52,Unemployed,4859
F,30,Student,4860
M,27,IT,4861
M,35,Student,4862
F,56,IT,4863
M,58,Unemployed,4864
M,59,Health,4865
Other,40,Finance,4866
M,24,Education,4867
M,56,Education,4868
M,29,Health,4869
M,43,Health,4870
M,54,Education,4871
F,65,Finance,4872
M,32,Finance,4873
F,49,Health,4874
M,21,Unemployed,4875
F,37,Student,4876
M,53,Unemployed,4877
F,45,Health,4878
F,30,Finance,4879
M,18,Finance,4880
F,52,Student,4881
M,42,Student,4882
F,36,IT,4883
F,18,Student,4884
F,39,Education,4885
M,41,Student,4886
M,54,Student,4887
F,53,Finance,4888
M,53,Student,4889
F,21,Health,4890
F,35,Finance,4891
M,35,Student,4892
F,39,Student,4893
M,19,IT,4894
M,61,Finance,4895
F,38,Education,4896
F,34,IT,4897
F,33,Finance,4898
F,48,Unemployed,4899
M,48,Student,4900
M,31,Health,4901
F,54,Education,4902
M,19,Unemployed,4903
M,65,Health,4904
M,63,Education,4905
F,50,IT,4906
M,19,Education,4907
F,36,Student,4908
F,33,Education,4909
F,21,Student,4910
M,29,Health,4911
F,24,Finance,4912
F,29,Education,4913
F,52,IT,4914
F,34,Unemployed,4915
M,59,Student,4916
M,27,Student,4917
F,34,Health,4918
F,22,IT,4919
M,59,Finance,4920
F,26,Unemployed,4921
F,53,IT,4922
F,53,Health,4923
F,31,Finance,4924
F,32,IT,4925
M,23,Education,4926
M,46,IT,4927
F,32,Unemployed,4928
M,46,Finance,4929
M,61,IT,4930
F,33,Finance,4931
M,28,Health,4932
M,31,Health,4933
F,59,Student,4934
F,55,Finance,4935
M,35,Health,4936
F,65,Education,4937
Other,42,Health,4938
M,55,Education,4939
F,50,Student,4940
M,61,Education,4941
M,51,Education,4942
F,22,Health,4943
M,22,Finance,4944
F,48,IT,4945
F,62,Education,4946
F,59,Education,4947
M,49,Unemployed,4948
F,50,Education,4949
F,47,Education,4950
F,29,Unemployed,4951
F,46,IT,4952
F,43,Education,4953
M,43,Student,4954
M,19,IT,4955
M,21,Education,4956
F,42,Health,4957
M,30,IT,4958
F,61,Education,4959
F,52,Education,4960
M,40,IT,4961
F,26,IT,4962
F,58,Finance,4963
F,48,Student,4964
M,61,Health,4965
F,64,Education,4966
F,49,Health,4967
F,35,Finance,4968
F,30,Education,4969
F,63,Unemployed,4970
M,22,Education,4971
F,59,Student,4972
F,27,Education,4973
F,60,Finance,4974
M,42,IT,4975
F,51,Unemployed,4976
F,54,Finance,4977
M,24,Student,4978
Other,20,Unemployed,4979
M,30,IT,4980
M,43,Finance,4981
M,19,Education,4982
F,28,Student,4983
M,56,Health,4984
M,43,Education,4985
M,35,IT,4986
F,38,Student,4987
F,53,Unemployed,4988
M,57,Health,4989
F,63,Health,4990
M,39,Unemployed,4991
M,47,Health,4992
M,25,Health,4993
F,64,Health,4994
F,37,Student,4995
Other,42,Unemployed,4996
M,22,Student,4997
F,32,IT,4998
M,36,Finance,4999
M,44,Finance,5000
F,43,Finance,5001
M,36,Finance,5002
F,59,IT,5003
F,56,Education,5004
F,50,Health,5005
M,54,Finance,5006
M,36,Finance,5007
M,50,Finance,5008
M,64,Health,5009
F,49,Finance,5010
M,29,Finance,5011
M,25,Unemployed,5012
F,22,Education,5013
F,59,Education,5014
M,45,IT,5015
M,22,Education,5016
M,39,Student,5017
F,32,Finance,5018
F,30,Finance,5019
M,45,Education,5020
F,50,Health,5021
F,40,Health,5022
F,60,Unemployed,5023
M,47,Finance,5024
M,30,IT,5025
F,50,IT,5026
Other,65,Student,5027
M,18,Health,5028
M,55,Education,5029
M,23,Unemployed,5030
F,63,Finance,5031
F,55,Education,5032
M,59,IT,5033
F,41,Student,5034
M,35,Education,5035
M,45,IT,5036
M,27,Student,5037
M,23,IT,5038
M,43,IT,5039
F,52,Unemployed,5040
M,31,Health,5041
F,65,IT,5042
F,24,IT,5043
F,42,Unemployed,5044
M,30,Student,5045
M,38,Unemployed,5046
F,26,Finance,5047
F,32,IT,5048
F,42,Health,5049
F,30,Unemployed,5050
M,52,Education,5051
M,55,IT,5052
M,23,Student,5053
M,36,Finance,5054
F,20,Health,5055
F,35,Unemployed,5056
Other,20,Student,5057
Other,28,Student,5058
F,47,Finance,5059
M,22,Unemployed,5060
F,44,Student,5061
F,45,Unemployed,5062
M,46,Finance,5063
F,35,Unemployed,5064
M,30,Education,5065
M,58,Finance,5066
F,19,Health,5067
M,54,Unemployed,5068
F,62,IT,5069
M,33,Education,5070
F,65,Student,5071
F,41,Unemployed,5072
F,52,IT,5073
M,39,Education,5074
M,53,Unemployed,5075
M,63,IT,5076
M,32,Finance,5077
M,48,Education,5078
F,59,Finance,5079
F,58,Health,5080
M,33,Finance,5081
F,27,Health,5082
F,19,Student,5083
F,19,Unemployed,5084
M,55,Finance,5085
F,43,Finance,5086
M,46,Finance,5087
M,31,IT,5088
F,65,Student,5089
M,20,Health,5090
M,43,Education,5091
M,35,Finance,5092
M,26,Finance,5093
M,55,Finance,5094
M,38,Student,5095
M,44,Student,5096
F,59,Finance,5097
F,53,Health,5098
F,62,Student,5099
M,34,Finance,5100
F,57,Health,5101
F,20,IT,5102
F,29,Student,5103
F,56,IT,5104
M,29,Health,5105
F,19,Unemployed,5106
M,63,Student,5107
F,39,Finance,5108
F,47,Education,5109
F,22,Finance,5110
M,26,Finance,5111
F,38,IT,5112
M,28,Finance,5113
M,52,Student,5114
F,19,Unemployed,5115
F,41,Education,5116
M,48,IT,5117
F,50,Unemployed,5118
F,56,Education,5119
F,63,Unemployed,5120
M,54,Education,5121
M,48,Unemployed,5122
F,28,Finance,5123
M,19,Student,5124
F,58,Finance,5125
Other,44,Finance,5126
M,56,Finance,5127
M,38,Education,5128
M,22,Student,5129
M,37,Health,5130
M,55,IT,5131
M,37,Unemployed,5132
F,49,Finance,5133
F,23,IT,5134
F,58,Student,5135
F,50,Education,5136
M,18,Health,5137
M,36,Health,5138
M,29,Health,5139
M,42,Finance,5140
F,29,Education,5141
M,56,IT,5142
M,30,Finance,5143
F,20,Finance,5144
F,37,Finance,5145
M,41,Unemployed,5146
F,25,Health,5147
M,37,IT,5148
F,33,Student,5149
M,30,IT,5150
F,62,Student,5151
M,59,Unemployed,5152
M,56,Education,5153
M,42,Health,5154
F,63,Finance,5155
F,41,Student,5156
F,65,Unemployed,5157
F,26,Student,5158
Other,57,Unemployed,5159
M,40,Finance,5160
F,30,IT,5161
F,32,Unemployed,5162
F,53,Unemployed,5163
M,58,IT,5164
F,27,Finance,5165
F,41,Student,5166
F,35,Health,5167
M,24,Health,5168
M,21,Student,5169
M,43,Health,5170
F,22,Education,5171
F,33,Student,5172
Other,52,Unemployed,5173
M,35,Health,5174
F,42,Student,5175
F,38,IT,5176
M,34,Finance,5177
M,31,Unemployed,5178
M,46,Finance,5179
M,47,Student,5180
F,36,Unemployed,5181
F,30,IT,5182
M,40,Education,5183
M,63,IT,5184
F,56,Unemployed,5185
M,57,Finance,5186
M,50,Education,5187
M,44,Finance,5188
F,23,Education,5189
M,54,IT,5190
F,37,IT,5191
M,42,IT,5192
F,21,Health,5193
F,27,Finance,5194
M,27,Health,5195
M,41,IT,5196
F,38,Education,5197
M,44,Education,5198
F,47,Student,5199
M,24,Education,5200
M,33,IT,5201
F,52,Health,5202
Other,52,Education,5203
M,53,Student,5204
M,65,Finance,5205
F,34,Health,5206
M,23,Education,5207
F,41,Health,5208
M,42,Student,5209
M,26,IT,5210
F,55,Unemployed,5211
M,20,Finance,5212
M,37,Unemployed,5213
M,50,Finance,5214
F,18,Health,5215
F,62,IT,5216
F,64,Health,5217
F,32,IT,5218
F,62,Unemployed,5219
M,43,Health,5220
F,31,Education,5221
M,24,Unemployed,5222
F,41,Health,5223
M,46,Finance,5224
F,59,Student,5225
M,34,Unemployed,5226
M,31,Student,5227
F,53,Student,5228
M,65,Health,5229
M,62,Education,5230
F,44,Student,5231
F,35,Student,5232
M,63,Health,5233
M,26,Unemployed,5234
F,52,IT,5235
F,25,Unemployed,5236
F,37,Student,5237
F,36,Education,5238
F,45,Finance,5239
M,60,Student,5240
F,65,IT,5241
M,56,IT,5242
M,53,Health,5243
M,47,Health,5244
M,40,Student,5245
F,36,Finance,5246
M,32,IT,5247
F,48,IT,5248
M,54,Student,5249
M,46,Finance,5250
M,43,Health,5251
M,61,Finance,5252
M,37,Education,5253
Other,21,Unemployed,5254
F,39,Finance,5255
F,43,Finance,5256
F,28,IT,5257
M,19,IT,5258
F,46,Unemployed,5259
F,28,IT,5260
M,35,Unemployed,5261
F,31,IT,5262
Other,27,IT,5263
M,52,Student,5264
F,26,Student,5265
F,28,Unemployed,5266
F,61,Unemployed,5267
M,29,Student,5268
M,20,Finance,5269
F,56,Unemployed,5270
M,31,Education,5271
M,28,Student,5272
F,56,Education,5273
M,42,Student,5274
F,27,Unemployed,5275
M,39,Finance,5276
F,61,Student,5277
M,49,IT,5278
F,40,Student,5279
M,30,Health,5280
M,22,Student,5281
M,25,Student,5282
M,26,Education,5283
M,38,IT,5284
M,35,Finance,5285
M,60,Student,5286
M,48,Unemployed,5287
F,23,Health,5288
F,39,Unemployed,5289
M,31,Health,5290
F,20,IT,5291
M,29,Education,5292
M,53,Education,5293
F,29,Student,5294
M,62,Unemployed,5295
M,19,Unemployed,5296
M,32,Student,5297
M,40,Finance,5298
F,46,Education,5299
F,34,Health,5300
F,49,Unemployed,5301
M,24,Student,5302
M,45,Health,5303
F,47,Student,5304
M,34,Student,5305
F,23,Unemployed,5306
F,41,IT,5307
Other,23,Unemployed,5308
M,44,Student,5309
M,41,Education,5310
F,54,IT,5311
M,57,Education,5312
M,64,Unemployed,5313
M,32,IT,5314
M,28,IT,5315
M,39,Unemployed,5316
F,18,Education,5317
M,35,Finance,5318
F,61,Education,5319
M,29,Education,5320
M,60,Health,5321
F,45,Health,5322
F,24,Student,5323
M,40,Unemployed,5324
M,28,Health,5325
F,59,Finance,5326
F,46,Finance,5327
M,45,Unemployed,5328
F,31,Education,5329
F,41,Health,5330
M,25,Student,5331
F,59,IT,5332
M,62,Education,5333
M,25,Health,5334
M,53,Student,5335
F,22,Student,5336
M,50,Education,5337
F,47,Health,5338
M,25,Student,5339
M,64,Student,5340
M,54,Health,5341
M,56,IT,5342
M,45,Unemployed,5343
F,21,IT,5344
M,59,IT,5345
F,55,Health,5346
F,20,Education,5347
F,59,IT,5348
M,37,Unemployed,5349
F,36,Student,5350
F,65,IT,5351
F,20,Student,5352
M,40,Unemployed,5353
M,24,Health,5354
M,63,Education,5355
M,51,IT,5356
M,59,Student,5357
M,26,Unemployed,5358
F,65,Finance,5359
M,35,Finance,5360
F,65,Health,5361
F,42,Health,5362
F,57,Health,5363
F,27,Health,5364
M,21,Health,5365
Other,36,Education,5366
F,45,IT,5367
M,38,IT,5368
F,50,Unemployed,5369
F,65,Student,5370
M,36,IT,5371
M,47,Finance,5372
M,39,Student,5373
M,54,Finance,5374
M,58,Unemployed,5375
M,35,Unemployed,5376
F,28,Student,5377
M,19,IT,5378
M,23,Student,5379
M,60,IT,5380
M,57,Education,5381
M,46,Education,5382
F,27,Education,5383
M,25,Education,5384
F,54,Education,5385
F,50,IT,5386
M,64,Finance,5387
F,23,IT,5388
M,61,Unemployed,5389
M,62,Education,5390
M,49,IT,5391
M,44,Student,5392
M,18,Student,5393
M,34,IT,5394
M,59,Health,5395
M,26,Unemployed,5396
F,37,Student,5397
F,42,Unemployed,5398
F,41,Finance,5399
F,51,Unemployed,5400
M,39,Health,5401
M,60,Unemployed,5402
M,55,IT,5403
F,45,IT,5404
Other,57,Student,5405
F,51,IT,5406
Other,61,Unemployed,5407
M,50,Education,5408
M,64,Unemployed,5409
M,33,Education,5410
F,46,Unemployed,5411
M,46,Unemployed,5412
M,38,IT,5413
F,22,IT,5414
F,27,IT,5415
M,23,Finance,5416
F,30,Health,5417
F,37,Unemployed,5418
M,64,Student,5419
M,25,Education,5420
Other,58,Education,5421
F,28,Education,5422
M,29,IT,5423
M,42,Education,5424
M,53,Unemployed,5425
M,43,Student,5426
M,31,Education,5427
F,57,Student,5428
M,18,IT,5429
F,48,Education,5430
M,55,Health,5431
F,40,Finance,5432
F,21,IT,5433
M,46,Finance,5434
M,56,IT,5435
M,29,Unemployed,5436
M,56,Student,5437
F,59,Health,5438
F,65,Health,5439
M,57,Health,5440
F,26,Student,5441
M,51,Education,5442
F,62,Unemployed,5443
F,30,Finance,5444
F,53,Unemployed,5445
F,61,Finance,5446
M,19,IT,5447
M,46,IT,5448
M,45,Student,5449
F,44,Education,5450
M,57,Education,5451
F,32,IT,5452
F,37,Health,5453
M,59,Unemployed,5454
M,29,Student,5455
M,26,Unemployed,5456
F,25,Education,5457
M,49,Health,5458
M,31,Unemployed,5459
M,38,Student,5460
M,62,Education,5461
Other,54,Finance,5462
F,65,Education,5463
F,60,Health,5464
F,30,Student,5465
F,45,Finance,5466
F,52,IT,5467
M,64,Health,5468
F,55,Unemployed,5469
F,20,Health,5470
F,62,Unemployed,5471
M,56,Finance,5472
M,54,IT,5473
F,44,Health,5474
M,63,IT,5475
M,34,Education,5476
F,59,IT,5477
F,65,Finance,5478
M,44,Student,5479
F,65,Finance,5480
F,46,Unemployed,5481
M,37,IT,5482
M,33,IT,5483
F,36,Student,5484
F,55,Education,5485
M,55,Student,5486
F,46,Unemployed,5487
M,43,Unemployed,5488
F,29,Health,5489
F,34,IT,5490
M,32,Student,5491
F,26,Finance,5492
M,56,Health,5493
F,59,IT,5494
F,65,IT,5495
F,29,Unemployed,5496
M,56,Unemployed,5497
M,35,Unemployed,5498
M,32,Health,5499
M,49,Student,5500
M,52,IT,5501
M,35,Unemployed,5502
F,33,Education,5503
M,42,Student,5504
M,43,IT,5505
M,39,Unemployed,5506
M,27,Finance,5507
M,29,Unemployed,5508
M,23,Student,5509
F,40,Student,5510
M,63,Unemployed,5511
M,31,IT,5512
M,56,Health,5513
M,54,Health,5514
F,51,Finance,5515
F,50,Health,5516
F,61,Unemployed,5517
F,51,Unemployed,5518
F,24,Education,5519
F,40,IT,5520
M,24,Unemployed,5521
M,42,Health,5522
M,37,Education,5523
F,51,Finance,5524
M,61,Health,5525
M,47,Education,5526
F,27,IT,5527
M,52,Education,5528
M,62,Finance,5529
F,44,Health,5530
F,53,Finance,5531
F,40,Finance,5532
F,27,IT,5533
M,55,Education,5534
M,51,IT,5535
F,34,IT,5536
F,57,IT,5537
F,36,IT,5538
F,35,Student,5539
M,64,Student,5540
F,23,Health,5541
F,25,Finance,5542
F,65,Health,5543
F,56,Education,5544
F,29,Unemployed,5545
M,24,IT,5546
F,63,Education,5547
F,41,Unemployed,5548
F,24,Finance,5549
M,34,Unemployed,5550
M,46,IT,5551
F,47,Student,5552
F,24,Education,5553
M,24,IT,5554
M,41,Student,5555
F,28,Education,5556
F,26,Finance,5557
F,29,Education,5558
M,52,Education,5559
F,53,Unemployed,5560
F,30,Student,5561
F,36,Education,5562
F,59,Education,5563
F,54,Unemployed,5564
M,56,Student,5565
F,41,Student,5566
M,50,Finance,5567
F,29,Student,5568
F,51,Finance,5569
M,24,Finance,5570
F,28,Student,5571
F,48,Education,5572
F,56,IT,5573
Other,32,Education,5574
M,56,Education,5575
F,28,IT,5576
F,46,Health,5577
M,33,Student,5578
M,56,Student,5579
F,30,Unemployed,5580
F,54,Student,5581
M,34,Education,5582
M,38,Finance,5583
M,36,Unemployed,5584
F,25,Health,5585
M,30,Education,5586
M,54,IT,5587
Other,58,Student,5588
M,41,Finance,5589
F,43,Education,5590
F,24,Finance,5591
M,36,Student,5592
F,23,Unemployed,5593
F,60,Student,5594
F,46,Finance,5595
F,19,Unemployed,5596
F,36,Health,5597
M,23,Education,5598
F,45,Health,5599
M,47,Education,5600
F,24,Finance,5601
F,50,Education,5602
M,23,Health,5603
M,27,Education,5604
M,18,Unemployed,5605
F,30,Education,5606
F,37,Health,5607
F,18,Finance,5608
F,35,Unemployed,5609
M,31,Education,5610
M,48,Health,5611
M,34,Student,5612
F,46,Health,5613
F,53,Finance,5614
M,54,Finance,5615
F,34,Education,5616
F,22,Finance,5617
M,21,Health,5618
M,53,Student,5619
F,30,Student,5620
F,42,IT,5621
M,43,Finance,5622
F,50,Education,5623
F,31,Unemployed,5624
M,34,Education,5625
F,38,Health,5626
F,63,Health,5627
F,63,Education,5628
M,33,Education,5629
M,37,Student,5630
M,46,Unemployed,5631
F,45,IT,5632
F,25,Student,5633
M,41,Finance,5634
F,20,Health,5635
M,36,Health,5636
M,50,Finance,5637
F,19,Education,5638
F,32,Health,5639
M,39,Education,5640
F,27,Health,5641
M,35,Finance,5642
M,39,Health,5643
F,30,Student,5644
M,22,Health,5645
M,43,IT,5646
M,30,Finance,5647
F,31,Unemployed,5648
F,20,Finance,5649
M,65,Finance,5650
M,31,IT,5651
M,45,Student,5652
M,61,Health,5653
M,46,Unemployed,5654
F,60,Student,5655
F,34,Student,5656
F,57,Finance,5657
F,27,Education,5658
M,23,IT,5659
M,53,Unemployed,5660
M,29,Student,5661
M,60,Finance,5662
M,40,Education,5663
M,44,Education,5664
M,62,IT,5665
M,54,Health,5666
F,23,Unemployed,5667
M,18,Finance,5668
M,23,Unemployed,5669
M,39,IT,5670
M,58,Unemployed,5671
M,41,Finance,5672
F,25,IT,5673
M,65,Finance,5674
M,52,Finance,5675
F,18,Unemployed,5676
F,53,Finance,5677
F,29,Health,5678
M,28,Student,5679
Other,59,Education,5680
M,48,Student,5681
M,50,IT,5682
M,35,Education,5683
M,26,Unemployed,5684
F,48,Unemployed,5685
M,55,Unemployed,5686
F,32,Finance,5687
F,60,IT,5688
F,48,Student,5689
F,23,Unemployed,5690
F,28,Student,5691
M,62,Unemployed,5692
M,27,Health,5693
M,55,Health,5694
M,24,Unemployed,5695
F,35,Student,5696
M,58,Unemployed,5697
F,57,Finance,5698
M,37,Student,5699
M,60,Student,5700
F,55,Student,5701
M,28,Education,5702
F,18,Unemployed,5703
M,51,Finance,5704
F,19,Education,5705
M,38,Education,5706
M,37,Education,5707
F,38,Student,5708
M,21,Student,5709
F,39,Education,5710
F,37,Student,5711
F,35,Health,5712
F,18,Student,5713
M,47,IT,5714
F,31,Unemployed,5715
M,53,Unemployed,5716
M,22,Unemployed,5717
M,28,Health,5718
M,41,Student,5719
F,30,Health,5720
F,33,Finance,5721
M,41,Student,5722
M,19,IT,5723
M,55,IT,5724
F,63,IT,5725
F,18,Education,5726
M,28,Unemployed,5727
M,52,IT,5728
F,60,Health,5729
M,54,IT,5730
M,34,Unemployed,5731
M,59,Student,5732
Other,45,Student,5733
M,46,Finance,5734
M,20,Health,5735
M,59,Finance,5736
M,64,IT,5737
F,47,Unemployed,5738
M,49,IT,5739
F,49,Student,5740
M,18,Education,5741
M,59,Health,5742
F,19,IT,5743
M,34,Education,5744
M,47,Education,5745
M,56,Student,5746
F,24,Finance,5747
M,26,Finance,5748
M,51,Health,5749
F,63,IT,5750
Other,26,Student,5751
F,53,Finance,5752
F,57,Health,5753
F,21,Education,5754
M,58,IT,5755
F,39,IT,5756
F,35,Health,5757
F,29,Health,5758
M,26,Education,5759
M,36,Unemployed,5760
M,64,Unemployed,5761
M,24,Finance,5762
F,22,IT,5763
M,18,Education,5764
F,54,Education,5765
M,56,Finance,5766
M,36,Finance,5767
M,34,Unemployed,5768
Other,43,IT,5769
F,39,Finance,5770
Other,25,Unemployed,5771
M,50,Finance,5772
Other,19,Education,5773
M,64,Unemployed,5774
M,37,Health,5775
M,21,Health,5776
F,30,Health,5777
F,42,Student,5778
Other,41,Finance,5779
Other,65,Student,5780
F,36,Education,5781
F,56,Student,5782
F,27,Education,5783
M,38,Health,5784
F,26,Health,5785
M,64,Health,5786
M,32,Finance,5787
F,22,Finance,5788
Other,58,Education,5789
M,39,IT,5790
M,58,Finance,5791
M,40,Health,5792
F,24,Education,5793
F,42,Student,5794
M,44,IT,5795
M,58,IT,5796
F,51,Unemployed,5797
F,26,Student,5798
M,23,Finance,5799
F,54,Student,5800
M,48,Health,5801
F,46,Finance,5802
F,53,Health,5803
M,32,Education,5804
F,43,Unemployed,5805
M,38,Finance,5806
F,45,Education,5807
F,21,Student,5808
M,33,IT,5809
M,39,Education,5810
M,33,IT,5811
M,59,Health,5812
M,54,Health,5813
M,35,Student,5814
M,27,Health,5815
F,56,Health,5816
F,18,Unemployed,5817
M,38,IT,5818
M,18,Health,5819
M,37,Education,5820
F,40,Health,5821
M,58,Unemployed,5822
F,63,Unemployed,5823
F,65,Finance,5824
F,51,Finance,5825
M,56,IT,5826
M,27,Education,5827
F,32,IT,5828
F,65,Student,5829
F,34,Unemployed,5830
F,28,Health,5831
M,45,Education,5832
M,49,Health,5833
F,52,Education,5834
F,34,IT,5835
F,26,Finance,5836
M,27,Student,5837
M,25,Finance,5838
M,38,Student,5839
M,30,IT,5840
F,22,Student,5841
F,23,IT,5842
M,47,Unemployed,5843
F,48,Finance,5844
F,28,Unemployed,5845
F,65,Student,5846
M,26,Unemployed,5847
F,19,Health,5848
F,54,Education,5849
F,18,Education,5850
M,21,IT,5851
M,53,Finance,5852
F,39,Education,5853
M,40,Health,5854
M,51,IT,5855
M,60,Unemployed,5856
F,19,Finance,5857
F,47,Finance,5858
M,19,IT,5859
F,59,Finance,5860
F,33,Education,5861
F,29,Education,5862
F,25,Student,5863
F,65,Unemployed,5864
F,30,Health,5865
F,32,Unemployed,5866
F,64,Unemployed,5867
M,28,Unemployed,5868
F,60,IT,5869
M,51,Unemployed,5870
M,43,Unemployed,5871
M,26,Finance,5872
M,63,Health,5873
F,59,Student,5874
F,43,IT,5875
F,34,Student,5876
F,23,Health,5877
F,28,IT,5878
M,57,IT,5879
F,24,Finance,5880
F,39,Student,5881
F,48,IT,5882
M,64,Education,5883
