stress_level,sleep_hours,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,wellbeing_id
6.0,6.888419619264254,6,31,3.8630878602830654,4086
7.0,7.468380025671822,1,26,5.813640635860635,4087
7.0,6.907253904054539,1,22,5.659601803423554,4088
4.0,6.179191900210081,2,10,6.343628466032121,4089
9.0,5.829070537760626,2,29,3.085773724444386,4090
6.0,5.489632329094226,3,25,6.386255519193832,4091
8.0,7.768847300688554,2,15,8.740604482069234,4092
10.0,7.744616366483065,3,10,7.268898689020118,4093
1.0,7.001704421370011,2,31,3.4812229082658948,4094
10.0,7.317270868172864,0,10,6.075892588853424,4095
4.0,4.452653708618033,1,21,6.820158934779571,4096
6.0,5.935779883627807,3,27,4.237762594967537,4097
5.0,7.141905280171203,2,3,4.104542730233828,4098
2.0,5.688955056466077,1,4,4.227226994351037,4099
8.0,5.564826057716731,2,14,3.290512634445729,4100
7.0,5.796119266185917,2,15,3.152871983428231,4101
8.0,6.210726632400395,1,19,1.2341271656168773,4102
1.0,4.646424489345563,5,9,5.542744406790463,4103
5.0,6.406354805488904,3,2,6.849885781204802,4104
8.0,6.289144645868373,1,28,7.815673270741322,4105
4.0,6.592173058113967,1,30,5.986994599740809,4106
5.0,6.033050545331655,1,21,2.594504017715088,4107
10.0,6.189690787698262,5,7,1.4548753024597014,4108
8.0,6.815810563592713,3,27,1.7947687783253723,4109
4.0,7.998945569946319,5,0,2.612701755043651,4110
9.0,3.8712686194432,3,27,3.2388902402500803,4111
3.0,6.980250035156714,0,10,7.601014467344603,4112
8.0,9.336442546165994,2,28,4.166850799698873,4113
5.0,6.933785747699111,3,30,4.771157390066374,4114
9.0,7.806986518082736,2,29,7.517408344994164,4115
7.0,9.838468154640765,3,11,5.689771461722004,4116
8.0,7.711189416789137,1,29,4.216257825604029,4117
9.0,6.475250720193468,0,18,4.93190428860234,4118
10.0,6.124359330881095,2,23,2.2318581661357104,4119
5.0,6.616319558300115,4,0,9.0939288429591,4120
7.0,3.319051672898529,5,8,7.495990825843057,4121
3.0,5.528664566833978,2,11,6.09682114462125,4122
9.0,6.5488587124871565,5,28,3.667953588170112,4123
1.0,6.507044831899107,1,6,9.308976272232842,4124
3.0,8.57101520124184,3,30,2.540034999130431,4125
5.0,5.467881751593031,1,8,6.94465836891014,4126
5.0,8.013864085419254,3,30,5.951595134790258,4127
7.0,6.971123798091048,1,13,7.297054656573597,4128
7.0,6.541935339772844,3,15,3.8356426632840335,4129
9.0,4.977849106234892,2,10,6.496660362496776,4130
5.0,5.162752530514931,3,8,3.5163189590916,4131
1.0,7.679417433246562,0,31,7.182118897091655,4132
4.0,8.109503040629539,4,5,3.35821740182688,4133
7.0,4.424911481514101,2,10,5.883864456733686,4134
8.0,8.476953474364448,1,31,8.498506985442544,4135
10.0,4.245977399923118,0,26,6.779515951051353,4136
3.0,6.273357233449303,0,1,5.56964022993613,4137
2.0,7.251645297623027,0,0,4.778717468017634,4138
9.0,6.110019183698418,1,23,2.1485124070897705,4139
3.0,5.154916231873056,1,7,7.92799800084799,4140
3.0,5.958568060277687,3,14,6.714543767721321,4141
9.0,6.721812162227127,2,8,9.058221539052768,4142
4.0,6.202606552883629,4,11,3.9937941392640295,4143
1.0,8.212011569687924,2,17,5.1817738709008765,4144
1.0,6.95948899742046,2,25,7.699164214881781,4145
5.0,6.306649968934686,3,30,6.760677212424528,4146
1.0,7.320819868734162,2,1,2.6188062800195384,4147
3.0,6.6503812121094645,1,10,3.94254575719036,4148
1.0,6.188235197205528,3,17,2.5022768016815795,4149
5.0,7.872500602861755,2,16,5.348540003098179,4150
10.0,6.048036865742242,1,21,1.7138609119786183,4151
1.0,5.909324043697977,4,4,4.521448274838181,4152
3.0,8.61065589888935,0,13,4.8833731373544165,4153
3.0,5.269486937567932,0,12,2.7041040280660624,4154
3.0,3.6143355475125927,7,2,8.004786176869404,4155
2.0,8.34320386842088,1,10,6.101772465746016,4156
5.0,5.56334461613869,0,12,4.466839076174766,4157
10.0,5.649412718516181,2,19,6.118044886866741,4158
7.0,5.372140897667808,2,4,8.248310723235964,4159
7.0,8.826866553293604,0,8,5.365251342545456,4160
4.0,6.89200699466606,3,9,5.798078832165622,4161
6.0,8.772669031820842,0,30,3.928781465983081,4162
7.0,9.85290046224564,5,1,4.7418677139875305,4163
8.0,6.42757984188289,0,25,5.909967360052343,4164
3.0,8.09924323973307,2,12,4.678819029880676,4165
3.0,4.924131893038613,1,31,8.255720038339767,4166
7.0,6.947836055980626,2,9,4.417208789719518,4167
10.0,8.06727666182177,2,21,6.982295083855757,4168
10.0,6.734013294115481,5,16,7.053879204364181,4169
5.0,6.977862984303374,3,14,8.47804006241204,4170
6.0,7.395279763519824,2,31,2.5224751892680493,4171
10.0,5.834897467906579,1,22,3.999194936680306,4172
2.0,5.850102223038071,2,16,4.877643012637512,4173
6.0,5.445457361428213,3,14,5.244744509574407,4174
6.0,4.447936556853052,4,29,9.179575859075324,4175
10.0,7.101950707334605,2,21,6.219148432457014,4176
5.0,4.108196277899188,4,12,4.119442738551632,4177
5.0,5.868752648389133,0,31,2.6206764789973858,4178
8.0,8.518780320305593,2,5,7.357478406820645,4179
5.0,6.268706045415227,2,24,3.018544211024249,4180
4.0,6.511879143395893,1,7,4.368257238011335,4181
4.0,6.5393892047418944,1,6,6.084813524510425,4182
1.0,6.27603697118026,1,0,5.457914599954901,4183
3.0,6.476513990175513,1,17,7.530318206046066,4184
2.0,6.35760045677204,4,31,2.157136384098247,4185
9.0,7.779555342451106,1,20,1.3100708364478568,4186
1.0,7.128254311793551,3,20,4.224997886461417,4187
1.0,6.8020906941414685,2,25,7.069438911595155,4188
7.0,5.161479526935207,0,28,1.5125889024842971,4189
7.0,8.013594696803752,2,4,7.613906083179687,4190
9.0,6.119789415872017,2,16,6.6086694015229375,4191
6.0,5.90100063938562,3,11,5.554139397428087,4192
4.0,5.829417497410285,3,4,3.894781063268296,4193
3.0,7.341841981175627,3,28,4.293630594023885,4194
5.0,7.846506334643305,1,14,4.526292073955517,4195
5.0,3.9446012819377376,2,1,4.80514682293623,4196
10.0,3.0660948373472934,1,12,5.37029959157514,4197
3.0,6.249936069772232,2,28,3.7264472959102672,4198
10.0,9.044915884044205,1,18,7.926137581574128,4199
8.0,5.593575178914432,1,16,4.63847659736033,4200
2.0,7.327726661946828,2,27,4.04654913939915,4201
8.0,6.518769148305062,1,23,7.486614887259018,4202
8.0,6.764869468710467,4,29,3.3233311651517923,4203
8.0,6.038308268282303,1,18,7.11660563075604,4204
4.0,6.931041883194889,3,27,6.260661124872446,4205
10.0,7.65027418108227,1,10,3.2265875067721046,4206
3.0,7.796482005158947,0,14,5.9030139876905725,4207
6.0,6.793044797845623,5,3,3.107612656386258,4208
10.0,8.366861846607685,1,31,4.863939521563298,4209
9.0,5.137823676067713,4,8,5.2257957575772895,4210
5.0,4.915767091885089,4,9,4.628422789313935,4211
10.0,6.156766808819697,4,30,2.582120406371791,4212
2.0,7.596095417863223,1,1,7.893768764893607,4213
2.0,6.735036222667855,2,22,5.247946689160248,4214
3.0,6.248222751918894,0,4,1.770593287813744,4215
9.0,8.52384944712951,1,28,5.581471665880882,4216
6.0,7.758993404904952,1,27,4.760161025197656,4217
9.0,4.3810153889668655,4,8,3.0947620029499223,4218
5.0,5.710132929727311,4,4,3.82252358064302,4219
7.0,6.998224983846723,1,3,8.41736600747734,4220
6.0,5.965315956217165,2,29,2.280351231785396,4221
2.0,3.975722777751787,2,7,6.063198367805144,4222
9.0,3.0,2,17,8.111357064110472,4223
5.0,5.653579438070675,3,30,3.0951742478427846,4224
5.0,6.332953115044282,2,13,1.9815156220019017,4225
3.0,7.145931749135308,4,9,2.3134021772727857,4226
1.0,8.29091258595885,2,21,4.197552348502648,4227
10.0,6.97324050109024,1,30,5.135764189167888,4228
7.0,5.132257497027124,2,15,6.270206467250105,4229
9.0,5.588888753328085,1,5,5.247169788247375,4230
8.0,4.535629192722881,4,28,3.3278079919487653,4231
9.0,9.306084005141257,0,27,3.4758195412655946,4232
10.0,7.705216659436003,0,19,2.509818832385012,4233
10.0,7.193132020498359,1,2,1.1174762084872238,4234
10.0,6.886511281454774,2,28,6.941205902575372,4235
8.0,7.42419142737678,1,17,6.860221547454639,4236
1.0,4.881029697182776,2,5,5.385565270973494,4237
4.0,4.739896707316827,1,19,4.3044799695699,4238
10.0,4.178487990147345,0,9,9.491419767216131,4239
1.0,5.979330762074029,1,11,3.1917773016381097,4240
1.0,4.267688482819294,1,16,1.6805451687190625,4241
4.0,8.553286135553606,2,24,3.896464118877992,4242
1.0,5.652617514979249,3,16,2.3239859166093755,4243
2.0,5.960993446514648,2,24,3.774280509748426,4244
9.0,6.51578619758726,1,0,7.421242922151182,4245
7.0,7.4508059249188,2,23,2.6026274491768797,4246
1.0,10.0,2,6,2.5400029765549417,4247
7.0,5.616573542751882,1,21,3.796790503117488,4248
9.0,7.093471091030773,3,29,8.932270366310663,4249
1.0,9.237988822909156,2,15,6.140658980546241,4250
9.0,7.265877278983441,1,28,4.308154107277937,4251
10.0,6.539622004752669,1,26,4.0383803808370375,4252
6.0,6.634488772244844,5,10,4.341232385684807,4253
8.0,3.8246241053972208,2,15,2.530547109123689,4254
6.0,7.056945370950206,3,29,10.0,4255
10.0,5.606244992320463,1,31,3.668689584467971,4256
1.0,7.050959682133444,0,5,4.724252564680389,4257
2.0,7.151382554485384,0,19,4.908533588986757,4258
5.0,6.948546324500718,5,9,3.8608633695772143,4259
7.0,6.991692223761502,3,30,5.58672168384384,4260
5.0,7.4757508541772015,1,19,6.4908374702491765,4261
6.0,8.010201474264926,6,14,4.454215655213706,4262
9.0,4.632394440808698,2,23,3.313323153516712,4263
6.0,7.494353897522842,1,13,7.625565026319874,4264
3.0,6.731439726946505,3,6,5.469174645354412,4265
5.0,6.585261239291069,5,21,3.070279298863089,4266
1.0,3.087051354547391,1,19,6.032555206523693,4267
6.0,7.407262803987001,0,0,5.087338485079161,4268
9.0,6.496857685811886,3,19,5.099442082874237,4269
5.0,6.600752557721334,2,13,3.816102658417046,4270
10.0,5.698773684474858,0,10,5.848958751332062,4271
9.0,7.812319582824639,1,20,3.8968339366329934,4272
1.0,6.54375470783495,5,3,6.664531418790727,4273
5.0,5.846485978856814,1,5,6.9341124193387,4274
4.0,4.350043340919074,1,26,6.232945424181369,4275
8.0,6.335442751450752,3,6,1.719529873911944,4276
4.0,7.431735077843774,4,30,5.128684589397963,4277
7.0,5.497682212241831,2,18,3.954104376196404,4278
6.0,3.404971819870912,3,22,3.043499968078617,4279
10.0,7.247982653617333,4,9,6.501253157752592,4280
4.0,8.479807000910863,1,31,5.343205663213373,4281
7.0,3.012580804391789,1,21,5.074103208359914,4282
5.0,7.069778622924062,2,0,4.382226696464292,4283
9.0,6.5661715634418005,2,15,2.823574925578675,4284
5.0,6.276740152032701,1,12,7.231450980287496,4285
2.0,6.383547019920407,3,10,6.020583321947046,4286
8.0,3.9435673786369536,1,10,3.4989668619546066,4287
1.0,4.696540573185079,2,4,5.646940404863261,4288
1.0,6.477825485621053,2,17,6.5189465413227,4289
9.0,4.242720637014319,1,23,6.621835774611132,4290
6.0,9.494439409293536,3,5,6.05686557999414,4291
6.0,5.135859168781191,2,12,7.41766764687898,4292
5.0,9.517049628808952,3,0,2.378219336453527,4293
9.0,8.5873413880227,1,6,4.357038036690865,4294
9.0,5.605319055097021,3,22,5.901926972733912,4295
5.0,5.175841891499468,1,16,7.413088161663524,4296
10.0,5.778782542293534,4,11,5.179022550713516,4297
9.0,5.838818857532599,1,2,5.903857977982279,4298
6.0,6.042986097518013,5,0,4.007205029347876,4299
5.0,5.848924988808737,4,27,5.613823711021896,4300
8.0,7.58998834695716,3,1,3.5280502523320867,4301
6.0,5.827187922324296,1,10,2.7645385481708407,4302
5.0,8.643425219124387,3,20,8.835471063168534,4303
1.0,6.45789142479158,5,19,2.751985738962218,4304
3.0,6.402980723191736,3,24,7.088995037314766,4305
8.0,6.2831332725452365,4,7,4.8039485731586895,4306
10.0,6.570335259188011,0,0,7.119817769784741,4307
2.0,7.592587534639216,3,2,4.211713996742893,4308
6.0,6.185939669321969,2,3,0.0,4309
1.0,6.619321395637301,2,16,6.199567608445727,4310
6.0,8.430763641484328,3,27,5.399700996557796,4311
8.0,8.274945518479582,4,2,7.06282183730483,4312
6.0,5.074856790340756,5,17,1.017086481534799,4313
1.0,5.906031478541232,1,10,4.158883736432983,4314
9.0,8.04747606635992,2,26,7.109134312798667,4315
9.0,10.0,2,25,8.148290615225179,4316
9.0,7.542596436985895,3,20,4.136774451138026,4317
6.0,5.280595519901594,3,2,6.112752038149308,4318
2.0,3.6525647755468817,3,4,6.632964041034093,4319
10.0,5.6989883860430375,1,18,3.812174957069702,4320
4.0,4.106444957988959,1,26,1.5638837141802229,4321
8.0,7.773967120623919,4,6,2.67081160681095,4322
1.0,3.699787358956992,2,30,2.36123350033972,4323
9.0,6.907444458275222,3,27,0.7625120798521995,4324
8.0,5.315976383642182,2,1,6.6404954455133245,4325
3.0,4.206136423984274,2,5,4.382795417719866,4326
8.0,5.717889915283143,2,17,5.444142733041287,4327
10.0,7.078611583386896,3,20,3.4317647786515217,4328
7.0,3.7020702583608665,1,13,8.8611238860195,4329
5.0,7.018472282803699,2,10,2.435053073166099,4330
10.0,6.127071842458744,1,28,8.911145309848617,4331
10.0,7.235390706128197,0,19,5.745638562740387,4332
1.0,5.228755135210855,1,15,7.39201866779981,4333
3.0,9.271801365486322,0,20,8.052241735190218,4334
3.0,6.968335358162101,2,11,10.0,4335
4.0,6.200065938667613,2,27,2.3880515395510806,4336
7.0,6.165595558954025,3,3,2.158942237264387,4337
8.0,5.584090305510292,0,27,4.863124404317721,4338
7.0,7.048831536113722,2,1,7.198992330164621,4339
7.0,8.86359212558436,1,29,0.6397183698182547,4340
6.0,9.0382124015158,3,2,4.129190541101727,4341
1.0,5.756753122201875,2,23,6.738052079899482,4342
6.0,4.006598813526684,2,14,7.147788865200601,4343
3.0,6.366297899171167,3,20,6.406690147187426,4344
6.0,8.988168819925185,1,18,6.820137676305438,4345
10.0,5.672425264845374,0,19,3.054147493966191,4346
5.0,6.146103403080708,5,18,6.372540044650028,4347
10.0,6.802173826618456,1,9,4.187045511332082,4348
6.0,8.471346530013545,3,22,6.635994169520757,4349
10.0,7.063804259276252,5,7,2.261457888602481,4350
4.0,6.493258190995192,1,2,4.810645598267652,4351
8.0,7.013547502205044,2,5,5.287949675408815,4352
1.0,6.087502489961032,2,19,3.3796857808278324,4353
5.0,4.991499685277628,7,10,2.4916755769961547,4354
1.0,6.185136843603696,1,7,3.05102785007181,4355
10.0,7.328650935751892,1,5,3.397915998888167,4356
2.0,5.325109783157737,5,17,3.641014300261886,4357
4.0,5.225531142829718,2,5,5.2662104135411445,4358
2.0,7.810061245379654,2,17,1.5684197768190369,4359
6.0,6.0741488105593575,3,14,4.51266947320015,4360
8.0,6.626795113285877,3,27,3.790486723304352,4361
1.0,4.872739869278185,2,10,3.0774801411485946,4362
7.0,5.669494589743169,3,9,4.844638363384858,4363
5.0,6.612918096244607,2,23,1.506015411055531,4364
3.0,6.445577126642737,1,2,7.049390175226295,4365
3.0,7.908960561728361,1,9,4.890703074126241,4366
2.0,6.373884431326373,3,25,9.64798361469987,4367
1.0,5.720488881300829,1,1,7.060245427316176,4368
10.0,7.161256790044551,2,11,7.744404961052236,4369
2.0,5.2276541020313925,3,18,4.061445029901701,4370
9.0,4.991717178213056,2,23,3.240308976378092,4371
1.0,6.965937141711334,0,5,3.1799648680030552,4372
9.0,7.47304095219368,2,28,3.155725387560558,4373
10.0,5.825277915384984,2,13,5.135518360162697,4374
7.0,8.531898342594122,1,2,3.3086498207295176,4375
8.0,10.0,1,11,5.762083030541598,4376
6.0,6.690400689227574,2,5,4.5652618126806415,4377
6.0,7.020078843703549,1,14,9.192595190972863,4378
1.0,9.24016933864564,2,21,4.035501751864138,4379
2.0,4.698285861187174,2,25,6.074102963808269,4380
10.0,7.605371068302612,1,8,4.973901011388765,4381
9.0,6.416911611300342,1,1,2.624339484776397,4382
6.0,6.080937490327643,5,4,6.534994434144782,4383
4.0,6.640686687867905,0,18,3.083240079884125,4384
2.0,5.895916987198786,1,1,6.561300257321163,4385
8.0,6.02856019662097,2,22,6.085371276408232,4386
5.0,6.09776134227407,0,2,8.561787463176621,4387
10.0,8.015672786153749,2,11,1.877881331860972,4388
3.0,7.409416190618922,1,24,1.736086891288649,4389
1.0,4.777583913659303,2,6,5.100407517564552,4390
7.0,5.890148851637121,2,4,3.8863545446384102,4391
9.0,3.3730988821803365,2,10,2.7990127793198867,4392
6.0,5.261242376677353,3,21,7.134627139254357,4393
7.0,3.029488474050793,2,1,2.934619991736212,4394
4.0,8.339270333253463,0,4,4.060285171308871,4395
9.0,9.277331552168617,5,28,6.437989185531671,4396
10.0,5.793277085653689,1,19,9.94355496972683,4397
8.0,7.784312012716626,2,2,5.760167554142467,4398
4.0,6.920554107784695,1,13,10.0,4399
8.0,5.974136729145624,0,30,1.8637042155784147,4400
3.0,7.961281610125545,2,15,6.27560855782105,4401
3.0,7.808661907075528,3,4,8.159989588524843,4402
1.0,8.217773019804156,2,13,4.4339205349553845,4403
7.0,3.700003304296733,1,30,3.4961241964047973,4404
4.0,6.689038486504868,3,4,5.51117756436287,4405
5.0,5.869556345341426,0,28,4.699839189690342,4406
3.0,5.358981345993445,2,2,1.7874287226694263,4407
10.0,7.663771108212895,2,7,9.228442575816883,4408
9.0,5.921091537452419,2,11,2.718806243383715,4409
2.0,4.269760825289103,2,31,5.487241285159876,4410
7.0,3.863911472592875,1,14,1.8885433162207328,4411
9.0,9.539966889193805,5,31,3.479926417043391,4412
3.0,9.10185337385328,1,25,4.702737616473612,4413
4.0,4.763213157103662,0,20,2.376230362949948,4414
3.0,6.703045873516656,2,6,4.003228146070451,4415
2.0,7.499611810200742,2,24,6.105437833328864,4416
10.0,7.187008512969866,3,28,1.1969138327026303,4417
4.0,3.420127346341033,3,11,2.074634635128815,4418
6.0,6.023076874826151,4,24,4.745869604945969,4419
7.0,8.421129299641063,0,21,4.777614176857532,4420
10.0,8.91588363512163,1,1,5.270900488740883,4421
1.0,5.729881598858891,1,24,4.893636443066482,4422
5.0,8.283297962204541,2,22,5.599249932766623,4423
2.0,6.268233515822724,4,10,2.8352030522758995,4424
7.0,6.494247600607449,2,8,5.230552701630869,4425
1.0,6.570116232899309,2,17,7.75381377186403,4426
2.0,6.405168262578757,2,10,5.3841441918851,4427
5.0,4.59511662549516,1,21,10.0,4428
9.0,6.673580741485054,0,3,3.680199438980482,4429
5.0,9.306893859529168,4,2,3.696986965883292,4430
2.0,6.225437047906595,2,19,5.344932284991282,4431
3.0,7.463141819863363,3,11,0.8990337934850248,4432
7.0,8.642462540870131,0,31,2.76877160687012,4433
8.0,9.11055134211238,6,1,8.512852997454834,4434
5.0,5.407013342175263,0,11,1.803928218894983,4435
9.0,8.58789194944281,0,6,3.3797618413234662,4436
3.0,3.8131658458112687,4,29,6.678790072766008,4437
7.0,7.492687654938136,3,7,5.939202592744945,4438
7.0,9.83632305399097,1,4,4.819312846566532,4439
6.0,5.630393620165172,2,5,3.4905973803243224,4440
7.0,7.3467816867847535,2,9,5.951473627534797,4441
4.0,8.852054034430353,4,18,5.514057355810641,4442
5.0,6.77972407562197,5,6,3.8533075093526983,4443
2.0,3.398279101314269,4,15,8.291588484266024,4444
2.0,6.058257004165493,2,22,4.343463135723675,4445
5.0,5.862012393647903,2,25,1.8215005309031145,4446
7.0,6.855244807710401,0,28,2.6776854098195515,4447
10.0,6.749013482124417,1,20,8.07492972544485,4448
8.0,7.633139548103408,2,19,4.146243346786857,4449
9.0,6.937047456644803,3,30,6.908124613474157,4450
4.0,4.293503642681388,1,27,6.780093805954476,4451
7.0,8.745204965639536,3,16,4.51906819688768,4452
6.0,6.312025756758803,0,2,4.536192068770301,4453
3.0,5.9435218489165536,1,12,4.771534328265585,4454
3.0,7.154349636980765,3,18,5.361160933405309,4455
10.0,6.4225996632530125,2,11,6.270582608250749,4456
3.0,5.738737933935748,1,10,4.608579125551645,4457
5.0,5.872035770523221,3,2,7.51556858724016,4458
6.0,6.272177493277487,2,20,3.203647748457266,4459
2.0,6.353587013070671,4,29,4.370515485053891,4460
6.0,6.413555675609216,3,13,4.684888055764126,4461
7.0,4.7047104514720814,2,19,5.335202242815187,4462
4.0,8.118773933131854,2,15,5.787173984349716,4463
3.0,6.833882306603054,1,12,3.774999478374943,4464
1.0,4.746627514553875,1,17,5.910973784971688,4465
6.0,6.396104365971305,0,7,5.4004613693748365,4466
1.0,7.950764310630983,4,10,3.546869618148436,4467
7.0,9.505667918756153,2,12,7.353844564748711,4468
7.0,3.992091089999664,1,25,7.632121343154695,4469
10.0,5.752156645017118,4,2,7.586954581922934,4470
10.0,3.0,4,20,6.549453413639992,4471
8.0,6.337626433908355,2,30,4.889366782005803,4472
8.0,6.324232385666659,2,8,6.519181529095,4473
6.0,7.745254806077217,3,19,2.099220505003672,4474
7.0,3.993490297857333,2,3,8.435154617926024,4475
3.0,7.24139088207253,3,19,4.39159070781208,4476
7.0,6.567332637231746,3,30,0.8352624856721242,4477
1.0,6.318437947066228,3,18,3.324195822304456,4478
9.0,6.320594152523016,0,23,1.280659723735324,4479
1.0,8.1351176121069,3,20,2.7355495000187102,4480
1.0,4.623690105707777,3,20,6.024920927175202,4481
6.0,6.957823655452113,1,29,3.616437545879687,4482
4.0,5.565566025513639,2,28,2.541533364152958,4483
6.0,3.626021444095727,1,5,6.777101029523537,4484
9.0,8.407194673108261,3,25,5.133663292706864,4485
9.0,7.026994251895295,2,11,1.193816202743504,4486
3.0,4.010593158611393,3,11,8.382701875894979,4487
2.0,3.0,1,4,1.310162289133711,4488
8.0,6.175902841677334,0,21,1.7822283607713203,4489
9.0,6.231190079660757,1,19,4.7326170624788455,4490
10.0,5.100282364125606,0,10,8.780771137963576,4491
6.0,6.018049572173142,5,0,8.082788710110837,4492
6.0,5.864880484283903,2,21,4.654576574351912,4493
7.0,6.917481765965569,3,0,3.217999994673037,4494
10.0,6.718593957196593,0,5,8.466867472903022,4495
10.0,4.4212720308297735,3,28,5.094139661080786,4496
8.0,7.339752195614976,1,31,7.803114371957723,4497
7.0,6.339274144580165,0,13,6.911697345660651,4498
9.0,3.836655157516517,0,25,5.123450276168501,4499
9.0,7.854084711575361,0,16,2.953576380754749,4500
5.0,6.755799787762759,3,3,6.092388358355114,4501
3.0,7.579680181553802,3,22,3.2396744462514886,4502
3.0,6.352512937157211,0,4,4.863436697207844,4503
7.0,4.344966746765019,2,2,5.468653668500869,4504
6.0,5.691297636003966,2,20,5.74172198224603,4505
7.0,6.132246728867476,1,23,7.094424219709525,4506
10.0,4.347813292056193,1,6,4.532377571765748,4507
4.0,5.325653836949908,2,7,4.198473869352709,4508
2.0,5.744723634206526,1,31,5.982984363255993,4509
5.0,5.492654066545965,1,14,8.646804948682794,4510
10.0,6.037073878710876,1,23,6.478592739363716,4511
6.0,5.896548575240677,1,0,2.952502035691712,4512
6.0,5.44033693959,0,2,4.696169476484814,4513
6.0,8.035373181120368,5,31,2.848358216531561,4514
8.0,5.667209405231369,1,29,5.155007639767881,4515
5.0,6.960237808001418,3,30,6.627961254918247,4516
3.0,5.081402279509054,0,29,9.756789070403991,4517
8.0,6.508585556992687,3,11,4.976627886679506,4518
8.0,4.790412478733403,1,6,4.505330397769844,4519
4.0,7.299990939060466,1,11,3.874999081236207,4520
2.0,7.548883269734672,1,1,4.1843062917371325,4521
8.0,5.926150347965707,2,17,2.7001006311463835,4522
2.0,7.636833160703215,4,3,1.558960434718199,4523
3.0,8.721433770374713,2,25,7.204402731606667,4524
9.0,6.216737290847465,2,5,4.362115943165236,4525
2.0,6.800756784660289,2,30,6.94023848442891,4526
8.0,7.073276782773711,1,0,6.68317603510836,4527
10.0,6.252690165810218,1,11,0.8266900510625592,4528
10.0,5.337421588018994,2,16,4.769160696910185,4529
5.0,5.353711039031902,1,5,1.6075311743998484,4530
10.0,7.368285525503399,4,21,8.615335355032581,4531
5.0,6.24893675691737,2,23,1.5671344918375554,4532
10.0,8.410300371674655,3,21,3.954841479091048,4533
8.0,7.762938634914152,3,8,2.0083484800446865,4534
7.0,4.574935307297192,1,1,1.6228730239532072,4535
5.0,8.395398974602767,1,29,6.314532925101505,4536
3.0,7.999443902372,1,12,5.722857885504873,4537
7.0,7.247110473835038,5,18,8.25809418769124,4538
3.0,6.683729499992101,2,11,6.195099174135961,4539
6.0,6.695843922284646,1,0,6.298289078362807,4540
1.0,4.451932495663783,2,7,2.9292677382602577,4541
5.0,7.337424805923355,4,27,5.901714289781717,4542
8.0,7.323753522778547,3,17,2.6290024076035645,4543
9.0,3.0,1,3,1.6256884117483352,4544
9.0,7.1466354538928645,2,22,8.7029935571522,4545
2.0,8.5062719010308,2,2,6.25407476210568,4546
9.0,7.492632111977477,0,21,8.537911870846962,4547
1.0,5.097161722940465,2,23,7.286211877732722,4548
2.0,8.0339079891363,0,7,3.883771816022845,4549
9.0,5.813606545001453,1,23,4.324413542412117,4550
9.0,8.100103085962148,4,17,2.255322746665368,4551
3.0,6.825868558603254,3,27,4.840430524845217,4552
4.0,3.6396008185712736,1,26,4.730989017578771,4553
2.0,6.4936909777681135,2,10,1.231891677217987,4554
7.0,7.743231625149666,3,28,4.635156894935549,4555
8.0,4.67992881643716,5,22,2.498441875542773,4556
2.0,6.590050138789446,3,22,3.974157440922817,4557
8.0,6.079174293563548,1,1,3.2188448911529504,4558
1.0,6.467505523193289,3,3,4.317305724539346,4559
7.0,6.6398453710943866,2,21,6.634458928065372,4560
8.0,7.258256729995232,4,26,8.112863383534254,4561
10.0,7.065427993256336,1,14,4.977410787926017,4562
10.0,4.628538603633444,2,14,3.5007630484419265,4563
9.0,5.70518880675764,0,18,1.9493095587326947,4564
3.0,7.428851698311753,3,17,6.21303005543613,4565
4.0,3.5994389808596137,2,18,5.3688460185218805,4566
2.0,5.732936116341227,6,18,3.817192668117751,4567
10.0,4.250284394996762,0,23,2.1112407464241847,4568
7.0,6.345055016424054,2,28,4.182688738322008,4569
5.0,6.215377754074163,2,22,7.039111127632393,4570
7.0,8.046742279401808,0,1,7.937619096376517,4571
8.0,7.540572841395434,2,6,1.6475228147045633,4572
7.0,4.189691489866199,1,17,7.153411767340511,4573
1.0,8.1802335906364,3,5,5.279375964277291,4574
10.0,7.483765747033127,0,19,8.312730336170517,4575
6.0,5.880800704546421,0,17,4.660671347700976,4576
1.0,6.659029732895784,0,28,3.800423462045528,4577
5.0,7.36652874272343,3,5,4.515425787557816,4578
9.0,7.949645410882278,1,0,3.1440612142451814,4579
6.0,7.001450417854279,2,3,4.786551429682439,4580
10.0,7.664598093895875,0,19,6.303386635342028,4581
6.0,6.575602305429162,3,21,2.973976290322523,4582
7.0,7.277646679896943,3,22,4.432764522373115,4583
8.0,4.664149755940072,4,18,4.800155157508461,4584
4.0,5.326602729534118,3,6,2.5522639686547555,4585
5.0,4.621439686949229,1,18,5.99940574291073,4586
8.0,7.761444279241436,5,26,2.386232124544378,4587
2.0,7.14748004340084,6,25,5.299282019174775,4588
1.0,6.229591329464027,2,4,4.759855632596559,4589
7.0,7.09360962148201,4,11,6.009467271250824,4590
5.0,3.2578440663074986,3,28,5.000645500169894,4591
4.0,7.8579754419143315,4,5,1.5781905934851777,4592
2.0,8.123486626015726,1,20,7.982231826099131,4593
3.0,6.956912659542806,2,20,7.989906140020481,4594
10.0,4.068962838377309,5,10,3.19213678065651,4595
9.0,6.93821820980071,5,24,5.676617979986486,4596
1.0,9.353190180453884,3,6,1.723491450469259,4597
3.0,5.719141114520164,3,20,5.51451346865296,4598
